LOAN_ID,AMOUNT,DUE_MORTGAGE,VALUE,REASON,OCC,TJOB,DCL,CLT,CL_COUNT,RATIO,CONVICTED,VAR_1,VAR_2,VAR_3,DEFAULTER
3684424,21500,88046,114980,1,5,3,0,214.2333333,27,-1,1,0,2,2.2947,0
3682801,27800,61295,111607,1,5,20,0,88.00250011,4,84.62388869,1,0,0,1.9048,1
3685366,25100,59740,108600,1,5,20,0,102.4666667,4,-1,0,0,0,2.7314,1
3685985,22600,60599,90980,1,5,13,0,146.0666667,29,-1,0,0,6,1.787,1
3683408,8500,31699,71980,1,5,0,2,188.2666667,21,-1,0,0,1,0.44821,1
3685646,11100,53999,70418,1,5,2,1,116.6,25,-1,0,3,1,2.7678,1
3685063,13100,43643,59980,1,5,22,1,22.26666667,15,-1,0,0,1,2.769,1
3682914,7600,39499,41980,1,5,1,0,48.7,15,-1,0,0,1,1.4035,1
3685715,6000,0,27980,1,5,1,1,37.76666667,8,-1,0,2,1,2.4266,1
3684474,20100,151881,0,1,5,0,5,147.5,43,-1,0,2,1,2.3792,1
3683486,6300,0,0,1,5,3,-1,81.5,17,-1,0,0,2,1.2867,1
3683309,53500,228135,305494,0,5,6,0,12.14806851,2,34.56841672,0,0,0,1.7522,1
3683077,25600,235738,267486,0,5,5,0,241.2170139,51,39.05842776,0,0,3,1.3445,0
3685042,24000,236702,267016,0,5,7,0,253.0735449,50,38.08409059,0,0,1,0.73468,0
3685206,24300,242010,266650,0,5,6,0,244.0031287,51,36.58538774,0,1,3,1.3008,0
3683336,25700,241469,264752,0,5,4,0,261.7419889,50,37.38997465,0,1,2,1.1944,0
3685643,22700,239014,264442,0,5,5,0,245.1797304,50,36.71087056,0,0,2,1.9483,0
3682728,24400,236289,262190,0,5,6,0,244.0779001,50,36.91666497,0,0,2,1.9043,0
3683507,24500,237442,261373,0,5,3,0,255.517448,50,37.91658567,0,1,2,1.5423,0
3685794,26100,237904,260459,0,5,5,0,243.2901595,51,35.46765879,0,1,2,1.7034,0
3683318,50100,166899,244980,0,5,22,7,268.9,24,-1,0,1,2,1.9489,1
3682858,24200,164054,225164,0,5,2,-1,0,0,31.57422692,0,0,0,1.2578,1
3684675,40100,158899,224980,0,5,5,0,7.133333333,3,-1,1,0,8,1.1194,1
3682900,77500,87550,224610,0,5,9,2,74.46963001,13,40.93979326,0,0,3,2.3152,1
3686075,77300,83861,214980,0,5,8,2,72.53313192,14,-1,1,1,3,2.7338,1
3684234,9900,81098,206181,0,5,12,0,3.820785578,7,21.29386768,0,0,0,0.50818,0
3685875,10000,79278,205326,0,5,14,0,21.21419487,7,19.80942792,0,0,0,2.526,0
3683258,10800,83549,203700,0,5,11,0,14.58869396,8,19.59771055,0,0,0,2.4354,0
3684728,9700,84232,201261,0,5,14,0,14.21305726,7,17.83563094,0,0,0,1.5521,0
3685337,11500,84177,200460,0,5,14,0,5.412770061,8,19.12248507,0,0,0,1.2418,0
3683519,10700,81050,200439,0,5,14,0,10.53414271,7,21.23321399,0,0,0,2.1168,0
3683559,20100,145399,193980,0,5,4.5,0,68.9,5,-1,0,0,5,2.1844,1
3685333,28000,149258,192935,0,5,0,0,173.5795906,16,40.14553136,0,0,1,1.7104,0
3683642,28500,150683,192391,0,5,0,0,174.3054934,16,41.55325414,0,0,1,1.3737,0
3682689,27600,150565,192326,0,5,3,0,178.8714733,17,39.98865033,0,0,0,2.4037,0
3683070,27700,150019,191952,0,5,3,0,179.0384911,16,41.81742805,0,0,1,2.6265,0
3685221,26500,153752,188740,0,5,2,0,173.5708333,17,43.36819405,0,0,0,1.9178,0
3684137,26600,145292,187304,0,5,3,0,195.2277448,16,40.86486499,0,0,1,2.7247,0
3683322,28300,148671,186003,0,5,3,0,204.5758597,17,43.31465807,0,0,1,0.081094,0
3683101,19400,151899,181980,0,5,1,-1,0,0,-1,0,0,0,2.2861,1
3685273,15600,20699,173546,0,5,6,0,293.0341855,26,25.57288193,0,0,0,1.199,0
3683150,16000,19538,171330,0,5,8,0,312.3103604,26,26.88672986,0,0,0,2.4563,0
3683451,18200,18510,171174,0,5,5,0,314.0379453,26,27.20915401,0,0,0,1.4786,0
3685130,19100,22135,169441,0,5,7,0,297.0801937,27,27.65001806,0,0,0,2.0786,0
3684008,15400,21978,168261,0,5,8,0,302.4910256,27,27.7811227,0,0,0,1.1852,0
3682854,16200,26175,168085,0,5,7,0,337.1984645,26,26.00181995,1,0,0,2.6067,0
3684690,16100,20547,167000,0,5,5,0,316.4665656,26,25.92297601,0,0,0,0.4454,0
3684904,17100,26987,166417,0,5,7,0,307.6741711,27,26.16671788,0,0,0,1.6361,0
3685256,16400,22251,165295,0,5,9,0,305.3346951,27,27.57242667,0,0,0,2.7536,0
3683018,15100,17899,163560,0,5,7,0,305.3666667,27,-1,0,0,0,1.3634,0
3683697,20600,113862,131115,0,5,3,0,244.6806039,26,143.959605,0,1,1,2.5439,1
3684024,47700,39263,108212,0,5,9,0,200.3332859,35,40.19942197,0,0,2,1.3002,0
3685425,47200,47961,107804,0,5,9,0,204.6866984,35,41.5363174,0,0,2,2.5325,0
3684306,48100,41291,106055,0,5,8,0,204.0888209,35,38.64382732,1,0,2,1.2252,0
3683596,50100,43588,104119,0,5,9,0,220.4172391,35,38.56938906,0,0,2,0.47539,0
3683350,49000,41159,102751,0,5,8,0,193.2261774,35,41.22871452,0,0,3,0.59249,0
3685180,49900,44361,102183,0,5,8,0,208.5640502,37,40.31286769,0,0,3,1.4093,0
3683824,47100,38899,99800,0,5,9,0,204.8,36,-1,0,0,3,1.9551,0
3684790,52100,0,85278,0,5,10,0,179.5784823,21,25.52396564,0,0,1,1.8927,0
3684854,51400,0,85235,0,5,10,0,167.7279349,22,26.58262502,0,0,0,2.7152,0
3684782,53900,0,81302,0,5,9,0,172.4475547,22,24.71906036,0,0,0,2.5572,0
3685870,52300,0,81095,0,5,10,0,174.2142842,21,24.99188282,1,0,1,1.9901,0
3684819,50100,0,78683,0,5,10,0,180.5666667,22,-1,0,0,1,0.96531,0
3685824,2900,50694,63080,0,5,26,15,146.6333333,45,-1,0,2,3,1.8546,1
3685907,13100,46899,59980,0,5,1,0,110,12,-1,0,0,3,0.7224,1
3683092,13400,25597,58740,0,5,15,0,148.9109824,10,30.97207665,0,0,1,1.8589,1
3685994,20200,38513,56275,0,5,3,-1,133.6165215,11,25.8026535,0,1,0,2.1153,0
3684530,21000,39143,55562,0,5,5,-1,121.2198845,10,26.23575883,0,1,0,2.3447,0
3683147,10100,20399,54580,0,5,15,0,161.3333333,11,-1,0,0,2,2.5702,1
3684642,5100,12356,53428,0,5,0,0,208.1434813,12,44.11795169,1,0,0,0.69486,0
3685104,24100,31142,50582,0,5,3,-1,136.1985187,11,25.36716493,0,1,0,1.9464,0
3685423,20300,35718,49823,0,5,4,-1,122.1022295,11,27.0475129,0,0,0,1.291,0
3683346,21900,32234,49601,0,5,3,-1,116.1302076,10,26.93602147,0,1,0,2.2574,0
3685564,22700,31832,47649,0,5,4,-1,134.447479,11,24.21108619,1,0,0,1.4935,0
3682889,20200,36385,46863,0,5,3,-1,118.783379,10,24.86145676,1,0,0,1.3103,0
3686107,20100,29899,46480,0,5,5,-1,128.6,11,-1,0,1,0,2.5674,0
3683740,5300,16223,45167,0,5,0,0,222.1180817,11,42.72209384,0,0,0,1.7818,0
3683213,2600,7128,44496,0,5,0,0,209,12,-1,0,0,0,2.3883,0
3684919,7300,15536,39640,0,5,6,1,355.2397634,42,33.63413345,0,0,3,1.9914,1
3682886,5100,5899,38555,0,5,7,1,336.0333333,42,-1,0,0,3,1.8381,1
3683383,36700,397198,512630,1,4,4,0,198.5166839,21,43.46832742,0,0,0,2.4897,1
3684089,35100,390899,504980,1,4,4.5,0,193.7666667,22,-1,0,0,0,0.6174,1
3685476,40100,330899,414980,1,4,22,0,243.4666667,34,-1,1,0,8,1.1891,1
3685695,38100,289899,363980,1,4,0.3,0,127.8333333,32,-1,0,0,6,1.5289,1
3683474,43400,217739,299151,1,4,31,0,233.2700678,24,43.1246909,0,0,1,1.1198,1
3683037,42500,220656,297424,1,4,30,0,238.5898022,25,44.48109904,0,0,1,1.6996,1
3686194,53700,208096,297260,1,4,4,1,161.4852512,29,41.6567315,0,1,2,2.1139,1
3682947,30000,230398,294306,1,4,15,1,251.4910072,26,27.93066177,0,0,2,0.39738,0
3684536,29700,233815,291470,1,4,15,1,260.7334653,25,25.11508606,0,0,2,2.0917,0
3685085,29400,227958,291294,1,4,16,1,260.6772021,26,28.18364554,0,0,2,0.37357,0
3685865,43300,216935,291202,1,4,30,0,229.1464583,25,43.7994993,0,0,1,1.3924,1
3684216,31300,234203,290903,1,4,14,1,261.9197759,26,27.06723429,0,0,2,1.6993,0
3685983,29900,225380,290742,1,4,13,1,240.3216306,26,24.78798542,0,0,1,2.0466,0
3685254,33100,227442,289071,1,4,3,0,204.9415862,29,17.43563348,0,0,0,1.673,0
3684043,32600,231956,286918,1,4,15,1,250.9549333,26,25.26477175,0,0,2,2.0168,0
3683441,34100,232211,286285,1,4,4,0,220.6589319,29,15.74593489,0,0,0,1.4135,0
3683108,29000,224899,284980,1,4,15,1,259.7333333,26,-1,0,0,2,1.8811,0
3686171,30700,231243,284179,1,4,7,1,203.5286035,29,15.83390006,0,0,0,1.2123,0
3682846,33700,233529,284029,1,4,4,0,219.9936962,30,14.08235376,1,0,0,0.25846,0
3684539,31900,226051,283002,1,4,4,1,210.2973763,29,15.74414368,1,0,0,2.6191,0
3683504,31600,224471,282819,1,4,7,1,213.7553311,29,16.63648898,1,0,0,1.9468,0
3684805,63400,201899,280980,1,4,2,0,100.4333333,21,-1,0,0,2,1.1845,1
3684749,35900,207211,271718,1,4,4,0,229.8020074,32,32.69199935,0,0,0,1.3464,0
3686004,39000,198648,270731,1,4,4,0,246.8954444,32,29.63236869,0,0,0,2.6787,0
3683216,36500,204318,268725,1,4,4,0,268.920922,31,32.75759312,0,0,0,1.9137,0
3685812,36100,204191,268416,1,4,3,0,244.2954303,31,30.94897745,0,0,0,1.6661,0
3685558,37300,205821,267218,1,4,2,0,239.2114799,32,31.63284354,0,1,0,1.1112,0
3684102,53100,180270,256569,1,4,4,0,241.157802,33,36.48761781,1,0,1,2.1351,0
3684270,51800,180899,255006,1,4,6,0,254.7420986,33,40.02760328,0,0,1,2.018,0
3684326,51200,178709,252704,1,4,6,0,253.9850717,32,39.36189319,0,0,2,0.88815,0
3683093,51900,174844,251623,1,4,5,0,258.8079289,33,40.18406476,0,0,1,0.25453,0
3684990,30100,175899,239980,1,4,1,0,199.8666667,13,-1,1,1,2,1.6142,1
3683378,50100,159899,234980,1,4,0.3,0,185.7,41,-1,0,0,0,2.3972,1
3684413,21800,188424,234249,1,4,0,0,302.5210741,26,37.34952006,1,0,0,2.4332,0
3684841,20700,184949,233984,1,4,3,0,314.6044894,27,40.05911263,0,0,0,2.0789,0
3685403,23000,191869,232978,1,4,3,0,302.1384524,27,36.79846956,0,0,0,1.9035,0
3684104,28500,183213,232325,1,4,1,0,301.9043101,32,42.3462269,0,0,1,2.7395,0
3684330,22100,188881,231913,1,4,2,0,295.9601692,26,36.44459137,0,0,0,2.2514,0
3684034,21400,183285,230423,1,4,1,0,289.3736976,26,39.34487902,0,0,1,2.7013,0
3682688,27900,181304,229096,1,4,0,0,298.9981443,32,43.53042818,0,0,0,1.7378,0
3685057,28800,131666,214538,1,4,10,0,239.794891,27,20.53327227,0,0,2,0.62059,0
3682891,21500,166143,212485,1,4,4,7,184.5480397,24,38.15905923,0,2,4,1.4693,1
3684531,29000,134408,211538,1,4,10,0,248.8444526,27,20.62070665,0,0,2,1.0568,0
3684271,27600,131168,210994,1,4,10,0,235.3512888,26,18.74514744,1,0,2,2.273,0
3686070,6600,183759,208890,1,4,4,0,87.45222694,29,69.8105248,0,6,6,1.6533,1
3685048,60100,122628,207777,1,4,9,0,314.3343967,27,35.03857792,0,0,2,1.1172,0
3682791,15100,162899,207542,1,4,6,0,248.5842491,27,-1,0,0,1,0.94037,1
3685764,26500,128312,207282,1,4,9,0,229.0151317,26,17.88219518,0,0,3,2.3776,0
3683746,25100,126361,207180,1,4,10,0,240.8,27,-1,0,0,3,1.856,0
3685922,7700,133374,203916,1,4,1,0,88.45287008,23,37.01596784,0,0,2,2.6411,0
3686167,9900,136053,203795,1,4,1,0,71.85332764,23,35.8889883,0,0,2,2.6152,0
3685676,63000,119802,201908,1,4,9,0,298.3074808,25,37.64650245,0,0,1,0.056784,0
3685006,19500,167349,200882,1,4,9,0,265.6979824,37,25.64079874,0,0,1,1.1577,0
3682681,6100,179296,199980,1,4,5,0,91.3,29,-1,1,6,6,1.3955,1
3684635,19300,153621,199792,1,4,13,-1,122.9429162,24,29.81285908,0,0,0,1.9351,0
3684415,33800,147421,198717,1,4,20,0,189.1493561,21,37.31853626,0,0,1,2.1594,0
3683927,62600,124390,198318,1,4,10,0,325.3207318,26,38.07975144,0,0,1,0.70494,0
3682780,59300,118899,197980,1,4,9,0,310.1333333,27,-1,0,0,2,2.0942,0
3684166,22800,155183,197614,1,4,15,-1,104.7859943,24,29.55032204,0,0,0,2.3847,0
3682659,34200,138422,196535,1,4,21,0,186.0054347,22,38.9060395,0,0,1,1.7078,0
3682776,35600,142612,196315,1,4,21,0,192.8661175,22,35.65744257,0,0,1,2.5837,0
3683700,19100,172007,195872,1,4,10,0,277.7633406,38,24.4856899,0,0,0,0.44679,0
3685508,36600,141099,195709,1,4,23,0,183.7288948,22,37.41550958,0,0,0,1.1146,0
3683162,34900,139418,195643,1,4,22,0,183.6647722,22,36.96591736,0,0,0,1.2459,0
3684118,21700,152538,195641,1,4,14,-1,128.7781102,24,29.16307149,0,0,0,0.87911,0
3683419,34700,143441,195307,1,4,23,0,175.6353487,22,37.45738401,1,0,1,2.5802,0
3684448,36400,142294,195100,1,4,22,0,186.3593721,22,38.36509489,0,0,0,1.8311,0
3684785,22000,147537,193045,1,4,13,-1,101.775926,23,29.5414444,0,0,1,2.5924,0
3684591,16600,162899,192980,1,4,10,0,263.7333333,38,-1,1,0,1,1.9816,0
3684374,21600,153682,191049,1,4,10,-1,106.359931,23,31.80238783,1,0,0,1.7027,0
3685363,36100,145807,190283,1,4,20,0,180.7192455,21,38.61076499,0,0,0,0.96212,0
3685603,33100,137899,189980,1,4,22,0,189.1666667,22,-1,0,0,1,1.0956,0
3684469,29000,135669,188348,1,4,0,0,230.7532224,19,40.64187139,0,1,2,2.3717,0
3682807,31200,136420,188244,1,4,1,0,228.6518778,19,38.52864488,0,1,2,2.4428,0
3683447,29900,134459,187531,1,4,1,0,226.0922987,19,39.22193749,0,0,1,2.4746,0
3683546,23800,138531,186565,1,4,20,0,226.8977256,24,42.77682961,0,0,0,2.6247,0
3683967,30200,138221,186119,1,4,2,0,216.750868,19,39.1991416,0,0,2,2.0981,0
3683500,26800,146092,185180,1,4,11,0,157.2294564,36,39.22027209,0,0,0,1.8597,0
3683208,28000,135410,184199,1,4,1,0,242.0522835,19,38.61649271,0,1,2,2.4531,0
3685407,26400,147499,184187,1,4,5,0,311.3481457,35,38.24508627,0,0,0,1.8522,0
3683063,26900,148370,183264,1,4,4,0,324.262383,35,37.28227131,1,0,0,2.4149,0
3684032,12800,159560,183224,1,4,7,1,211.1152209,26,43.77819178,0,0,4,1.2571,0
3685167,27800,149068,183214,1,4,8,0,315.7858392,35,37.64668272,0,0,0,2.568,0
3685481,26900,149628,183007,1,4,7,0,332.2565571,34,37.01088322,0,0,0,2.1048,0
3684464,23700,140183,182571,1,4,21,0,225.9413467,24,41.8817558,0,0,0,2.4053,0
3683086,30000,135854,182141,1,4,0,0,236.3710385,18,38.70974659,1,0,2,0.95225,0
3686157,13400,153310,181994,1,4,7,0,199.39162,25,41.99711554,0,0,3,1.1747,0
3685172,30600,137981,181137,1,4,2,0,220.2473072,19,40.88469852,0,1,1,2.254,0
3685813,23800,144272,180907,1,4,5,-1,176.8153754,43,40.32579003,0,0,5,1.5328,0
3684046,23000,135931,180879,1,4,21,0,241.3474711,24,41.60674747,0,0,0,2.4374,0
3682839,29300,139198,180798,1,4,1,0,227.8611449,19,40.82730925,0,0,1,1.3486,0
3684440,24100,144874,180519,1,4,6,-1,194.1196811,43,39.60359522,0,0,5,0.68614,0
3683692,22300,138483,180395,1,4,5,-1,196.6328077,43,41.21539901,0,0,4,1.0949,0
3682703,13500,156354,180293,1,4,6,1,211.7182561,25,40.2573728,0,0,4,2.5145,0
3685169,15600,158405,179479,1,4,8,0,196.6860259,26,40.74934639,0,0,4,2.0251,0
3684935,23600,146270,179414,1,4,6,-1,196.1781446,43,39.95505447,1,0,4,1.1435,0
3683227,25600,143780,178894,1,4,7,0,324.0225718,35,37.58582198,0,0,0,2.4805,0
3684265,24800,149134,178434,1,4,5,0,325.1377835,34,38.71999145,0,0,0,0.88342,0
3684500,27100,144800,178073,1,4,7,0,332.1139721,34,40.5765519,0,0,0,1.9737,0
3683586,12400,159697,177833,1,4,6,0,207.8170726,25,41.43504139,0,0,4,0.85031,0
3683386,27900,142255,177308,1,4,6,0,316.1755675,35,38.60599092,1,0,0,1.3978,0
3683424,27400,149849,177289,1,4,6,0,329.1681227,35,39.16955376,0,0,0,2.2774,0
3685967,23300,144441,176591,1,4,5,-1,180.239077,42,40.83316043,0,0,5,2.0875,0
3683417,33300,118948,175847,1,4,17,0,113.4677853,16,28.52781662,0,0,0,2.7255,0
3683585,12100,149899,175045,1,4,7,1,207.6666667,26,-1,0,0,4,1.838,0
3683604,24400,141899,174980,1,4,6,0,324.6666667,35,-1,0,0,0,2.4019,0
3684683,20300,136899,174665,1,4,6,-1,184.6666667,43,-1,0,0,5,1.4345,0
3683561,23300,129254,171689,1,4,0,0,329.5141214,30,40.05844004,0,0,0,2.0954,1
3683992,20300,130300,171666,1,4,7,0,179.9425448,38,20.33713791,0,0,0,0.20876,0
3685112,23300,131703,171124,1,4,6,0,198.768728,37,19.78885179,0,0,0,2.5213,0
3685506,22200,132316,170623,1,4,4,0,181.0368768,37,21.24609046,0,0,0,1.8796,0
3683050,22900,132605,170376,1,4,8,0,148.4149491,37,19.52853186,0,0,0,2.1144,0
3683712,23700,126153,169618,1,4,6,0,177.7491631,38,17.63092021,0,0,0,2.1622,0
3684456,34100,121524,169349,1,4,15,0,113.3149971,17,29.00431237,0,0,0,0.74863,0
3686024,34400,118810,168881,1,4,16,0,135.7340235,17,28.82751546,0,0,0,2.2046,0
3686140,14700,123899,167980,1,4,4,0,147.8666667,29,-1,0,0,2,1.707,1
3685436,28700,126088,167137,1,4,19,2,240.2270359,26,31.02274893,0,0,0,1.0198,1
3684595,21900,133711,166873,1,4,6,0,170.7671445,37,20.06952718,0,0,0,2.0259,0
3684729,20100,124899,164980,1,4,2,0,315.5,30,-1,1,0,0,1.6519,1
3685578,25100,117399,164980,1,4,17.5,3,240.4,27,-1,0,0,1,2.1338,1
3686109,22500,130083,164169,1,4,6,0,174.6413388,39,19.65066727,0,0,0,1.9991,0
3682734,18200,57763,164049,1,4,19,0,248.545271,27,21.47927181,0,0,0,2.7434,0
3683845,28200,112463,162109,1,4,7,0,116.564462,26,33.10168147,0,0,2,2.5419,0
3684091,29500,119155,160663,1,4,6,0,110.121197,27,33.31176289,0,0,3,2.712,0
3682924,29300,116101,160064,1,4,6,0,125.1214617,26,32.65452984,0,0,3,1.6984,0
3684585,60100,86472,159900,1,4,7,5,333.7333333,22,-1,1,0,3,1.8614,1
3684255,18300,49552,159056,1,4,20,0,232.5497227,27,20.42593161,1,0,0,0.98675,0
3682777,17900,56331,157645,1,4,20,0,239.1668986,27,20.08933438,0,0,0,1.7928,0
3682938,15900,51062,157624,1,4,19,0,240.2247894,28,20.75752052,0,0,0,0.98601,0
3684808,28000,113742,156262,1,4,7,0,110.9596262,27,33.95246485,1,0,2,1.1178,0
3684175,28700,105806,156106,1,4,10,0,166.090735,17,33.24130088,0,0,1,0.51627,0
3683401,18300,53545,156028,1,4,20,0,233.2971256,27,20.86606753,0,0,0,1.4973,0
3684978,15100,48781,155980,1,4,20,0,240.5,28,-1,0,0,0,2.0607,0
3684132,28800,107180,155854,1,4,10,0,174.8358358,17,32.75036849,0,0,0,1.8488,0
3684875,27700,112652,155146,1,4,6,0,125.9909552,26,32.09868135,0,0,3,1.842,0
3683090,30100,109482,153112,1,4,10,0,163.3840072,16,33.77030524,1,0,1,1.3514,0
3685426,22400,89490,149546,1,4,23,0,158.6517299,24,41.86930497,0,0,0,1.4014,0
3684584,25100,95550,148260,1,4,21,0,155.5654328,24,42.70533127,0,1,0,1.5322,0
3684392,24500,91215,147817,1,4,23,0,171.0567485,24,42.67845465,0,0,0,2.4444,0
3682826,21700,93836,147772,1,4,23,0,157.6673122,25,40.20063608,1,0,0,0.26658,0
3685463,21800,93767,147208,1,4,22,0,154.6845963,25,39.54395424,0,0,0,1.6689,0
3683168,28400,104899,146980,1,4,11,0,163.3666667,17,-1,0,0,1,2.3505,0
3684739,25000,89429,146795,1,4,19,0,165.7703104,25,39.35585859,1,1,1,0.27897,0
3683414,13100,109993,145787,1,4,2,0,286.2759347,45,35.05547106,0,0,0,1.126,0
3684209,13600,116022,145577,1,4,3,0,291.3107749,46,34.70906743,0,0,0,1.1038,0
3683260,12500,114903,144740,1,4,2,0,280.5221733,46,35.62473143,0,0,1,1.2083,0
3686048,13700,112122,144431,1,4,0,0,260.733117,45,35.32021701,0,0,1,1.2125,0
3686062,12400,114356,144264,1,4,1,0,253.6592531,45,32.5071451,0,0,0,2.2581,0
3683761,12000,117449,144158,1,4,15,1,171.9458328,32,29.10998121,0,0,1,1.6549,0
3682768,12000,114228,143895,1,4,15,1,186.5726683,32,28.98773866,0,0,0,0.90485,0
3682800,22400,93204,143652,1,4,21,0,177.4166175,25,40.48109214,1,0,0,0.92265,0
3686222,11100,116260,143298,1,4,15,1,182.0707933,32,30.04284549,0,0,1,2.5919,0
3683143,21600,96892,143220,1,4,20,0,174.3416649,25,39.86872689,1,0,0,2.4825,0
3684050,21600,94209,142966,1,4,22,0,171.2049996,25,39.57664624,0,1,0,2.7206,0
3684072,24300,91390,141807,1,4,21,0,164.1743772,25,42.07098177,0,1,0,1.1445,0
3682677,22300,98523,140918,1,4,0,0,208.2889332,20,29.22889542,0,0,0,1.1052,0
3684222,11900,112045,140761,1,4,14,0,171.7005075,32,29.9524924,0,0,0,2.3285,0
3683133,23100,91631,140708,1,4,0,0,204.9066776,21,27.70223742,0,0,0,1.7733,0
3685830,22000,94219,140678,1,4,0,0,209.2417578,20,29.19897974,0,0,0,2.0337,0
3682968,22600,87260,140612,1,4,24,0,147.2961719,25,39.88676993,0,0,0,0.35387,0
3684019,23800,87040,140408,1,4,22,0,170.2836314,25,40.99061565,0,1,1,1.3767,0
3685977,23300,95942,140070,1,4,21,0,163.6404305,24,39.21510043,1,0,0,0.79724,0
3685438,21100,93962,139848,1,4,0,0,208.2100355,21,30.25782255,0,0,0,1.4355,0
3683825,18400,109091,139364,1,4,6,0,123.8655758,14,29.4075931,0,0,0,2.6133,0
3684974,13300,117884,138949,1,4,16,1,179.0647524,33,29.96423093,0,0,0,0.43338,0
3683955,13600,117220,138726,1,4,14,1,184.2620095,33,31.49679667,0,0,0,2.4583,0
3684830,18500,110479,137906,1,4,6,0,94.43274991,13,29.12688772,0,0,0,1.8684,0
3682829,12300,109987,137774,1,4,3,0,252.1518919,46,33.52711722,0,0,1,1.7997,0
3685054,17400,110513,137532,1,4,6,0,86.23250072,13,31.35436552,0,0,0,1.3673,0
3684730,16800,102586,137397,1,4,7,0,98.76351186,14,31.11800492,0,0,0,2.1218,0
3686080,24400,93419,137221,1,4,0,0,200.7635632,20,27.48155969,0,0,0,1.0699,0
3686195,10700,120036,137070,1,4,17,1,174.6904615,33,30.96890574,0,0,0,1.9745,0
3683025,12400,112272,136182,1,4,16,1,180.8829733,32,30.49826811,1,0,0,1.7691,0
3686219,24000,90374,136074,1,4,0,1,208.784271,21,30.55921583,1,0,0,1.0741,0
3684928,19700,109399,135980,1,4,12,0,184.9666667,32,-1,0,2,3,2.5726,1
3685542,21700,94376,135916,1,4,0,0,206.0168354,20,26.81094617,0,0,0,0.41288,0
3685770,23400,91856,135807,1,4,0,1,204.0716875,20,27.84335613,0,0,0,2.5955,0
3682817,13900,85704,135769,1,4,15,0,304.6882297,18,27.87907921,0,0,0,1.8496,0
3682738,23300,96244,135061,1,4,0,0,218.4805423,20,26.80993001,0,0,0,0.31347,0
3684897,22800,93312,134633,1,4,0,0,220.5706538,21,27.29456073,0,0,1,1.0106,0
3684164,21100,93918,134545,1,4,0,0,197.1979075,21,26.87773396,0,0,0,1.0071,0
3685800,15100,81382,134327,1,4,14,0,306.9150757,18,29.66356348,1,0,0,2.675,0
3685187,17100,86240,133544,1,4,15,0,308.6738571,18,28.37821059,0,0,0,2.5002,0
3685524,16300,81832,131188,1,4,13,0,309.5320272,19,29.61368375,0,0,0,1.2794,0
